ID	EGDe_030510[Tiling]	EGDe_Stat[Tiling]
lmo1325	3.378506013	2.818525089
lmo1326	4.658150074	4.614058555
lmo1327	3.40466358	3.341840218
lmo1328	-0.080346305	-0.856333032
lmo1329	2.833559721	1.238496764
lmo1330	6.54574062	4.795310861
lmo1331	3.563132919	2.091069734
lmo1332	4.840069818	6.117002981
lmo1333	0.931958023	-0.020707842
lmo1334	0.739008617	-0.309382362
lmo1335	7.39786458	5.468041702
lmo1336	1.192866563	-0.405100442
lmo1337	2.619819284	2.340016094
lmo1338	0.9134523	0.966481165
lmo1339	2.968346758	3.211475297
lmo1340	0.910823471	1.956254144
lmo1341	-2.894250556	-3.742354644
lmo1342	-2.949055894	-3.005839893
lmo1343	-3.160653925	-3.283391273
lmo1344	-3.108883752	-2.191918287
lmo1345	-2.738182607	-2.154486759
lmo1346	-3.099302162	-2.54155276
lmo1347	-2.432886622	-1.75971541
lmo1348	-0.150827108	3.918598928
lmo1349	-0.06325391	4.208350319
lmo1350	1.671151796	6.787846974
lmo1351	5.025244306	2.147913324
lmo1352	1.569188125	-0.032076109
lmo1353	1.714826113	0.136302189
lmo1354	2.281652287	1.909131932
lmo1355	5.771507065	3.550065366
lmo1356	4.221307291	4.230578771
lmo1357	3.357790691	2.65131858
lmo1358	2.948249881	2.598124186
lmo1359	2.587455098	2.271060685
lmo1360	1.741541304	1.727370705
lmo1361	1.025419196	0.479233959
lmo1362	0.682032767	0.43744167
lmo1363	1.552410312	1.364545162
lmo1364	7.728845633	7.50147337
lmo1365	3.235254413	2.810289717
lmo1366	2.980842464	2.538987096
lmo1367	2.485724676	2.356695743
lmo1368	0.297225133	0.587776348
lmo1369	4.551348099	1.267299404
lmo1370	2.726754928	1.070589745
lmo1371	2.988224353	1.100073396
lmo1372	3.796065113	2.593079548
lmo1373	3.568323005	3.250764741
lmo1374	4.637167266	5.299948466
lmo1375	0.481289093	0.530913899
lmo1376	6.66294202	5.117882913
lmo1377	1.892322371	2.89777822
lmo1378	2.190688901	2.68061336
lmo1379	4.566253361	5.07684184
lmo1380	4.32506172	5.027840548
lmo1381	2.019984838	3.920901549
lmo1382	3.53716436	4.659566702
lmo1383	4.282658493	5.203740601
lmo1384	4.479686359	3.47176835
lmo1385	4.069670878	4.513333861
lmo1386	3.292576862	3.356621281
lmo1387	3.479721283	5.025236498
lmo1388	6.442415006	4.754169344
lmo1389	4.714056318	3.481155908
lmo1390	5.630134548	5.707543015
lmo1391	5.127875498	5.549801221
lmo1392	0.087912626	-0.473208635
lmo1393	0.206924692	-0.20893693
lmo1394	3.830126169	4.48705078
lmo1395	2.374943804	2.962127215
lmo1396	4.181776179	3.089651701
lmo1397	0.120488715	0.561821801
lmo1398	6.023154317	6.714548596
lmo1399	7.038070012	7.549374382
lmo1400	2.028266628	2.585335861
lmo1401	2.33545636	2.361464714
lmo1402	2.167816676	2.810980358
lmo1403	1.599747511	1.735094207
lmo1404	1.939828039	1.539526069
lmo1405	2.58316859	2.563904148
lmo1406	5.668511602	7.920501009
lmo1407	4.750074699	7.330494499
lmo1408	0.839749126	2.110703637
lmo1409	0.623462862	-0.667668127
lmo1410	-0.109888677	-0.199231584
lmo1411	-0.372967666	-0.49553576
lmo1412	-1.377718539	-0.471393344
lmo1413	-0.986721996	-1.274162312
lmo1414	4.11311682	4.150048896
lmo1415	3.822466739	4.361195692
lmo1416	2.432433408	2.79430921
lmo1417	2.013718205	-0.288070294
lmo1418	0.62743328	-1.348747291
lmo1419	3.410516961	1.161379391
lmo1420	2.853936143	1.860669157
lmo1421	1.803794283	1.002159617
lmo1422	0.759217084	0.165634096
lmo1423	3.002971636	4.312803532
lmo1424	5.475275292	5.635680255
lmo1425	2.917747847	5.081450733
lmo1426	1.631689935	2.461456549
lmo1427	1.876947084	1.781010627
lmo1428	2.069414194	1.830740852
lmo1429	2.975025257	0.482918167
lmo1430	0.295425082	-0.139854285
lmo1431	4.872350101	2.96680972
lmo1432	2.625970565	3.213332503
lmo1433	-0.245864711	1.248551277
lmo1434	2.769162541	2.978745598
lmo1435	2.254274465	2.226999799
lmo1436	2.146257712	1.97882048
lmo1437	2.151389848	2.332693382
lmo1438	3.393494632	2.390202456
lmo1439	7.377220078	8.309898655
lmo1440	5.497011217	3.819355547
lmo1441	3.270305898	3.332022641
lmo1442	4.08073728	3.45646366
lmo1443	4.622962782	3.699184126
lmo1444	-2.039482355	-2.209298113
lmo1445	1.490809984	-0.867964806
lmo1446	1.485176839	-1.206000385
lmo1447	1.138595236	-0.131340468
lmo1448	3.000397751	2.305821364
lmo1449	2.022716565	1.224212164
lmo1450	3.086673157	2.407663399
lmo1451	3.110122714	2.571589259
lmo1452	2.156972151	1.629995986
lmo1453	1.141270179	0.019733985
lmo1454	5.006023635	6.618653456
lmo1455	2.300997239	1.000970647
lmo1456	3.538935647	1.8529213
lmo1457	3.555456359	3.03127483
lmo1458	2.088427336	1.436428112
lmo1459	2.636716207	1.456416985
lmo1460	2.775945225	3.663510328
lmo1461	2.598309213	3.154021549
lmo1462	2.851896913	2.619009774
lmo1463	1.339230294	1.51425076
lmo1464	1.164498701	1.380486534
lmo1465	0.709521054	1.913961455
lmo1466	0.312728303	1.353356732
lmo1467	1.117419456	3.130799825
lmo1468	7.151213705	6.621028027
lmo1469	7.973854905	7.993513083
lmo1470	1.719493616	0.852598642
lmo1471	1.076028977	0.143510645
lmo1472	4.576144416	4.208402708
lmo1473	2.584993312	2.883607744
lmo1474	1.331587509	0.999820436
lmo1475	3.082165634	2.649831457
lmo1476	1.3275397	0.447899292
lmo1477	-2.02603714	-1.40745292
lmo1478	1.036067822	1.582146033
lmo1479	4.505364432	2.315604579
lmo1480	7.373009138	4.833642438
lmo1481	-0.359857656	-0.829639275
lmo1482	-0.685215078	-1.446565198
lmo1483	3.375922293	1.372147464
lmo1484	-1.609273277	-1.195921092
lmo1485	0.490641899	-1.92316283
lmo1486	1.443180677	0.840515421
lmo1487	3.371685322	2.652244677
lmo1488	1.978897728	0.720182293
lmo1489	1.299488176	0.225185529
lmo1490	1.506545951	0.10621747
lmo1491	2.511202115	1.135604684
lmo1492	2.226362955	1.081358492
lmo1493	5.909223911	5.62287091
lmo1494	4.462335103	3.652762797
lmo1495	4.470299061	2.894986448
lmo1496	3.363196047	1.236351553
lmo1497	0.457452777	-1.766728708
lmo1498	-0.208361519	-1.090970873
lmo1499	0.525649761	-0.263619207
lmo1500	4.546081839	1.058118768
lmo1501	4.211362609	6.050059549
lmo1502	3.443190514	5.172099499
lmo1503	3.832742151	5.459732834
lmo1504	2.416189366	1.018174039
lmo1505	-1.828760435	-2.39691498
lmo1506	-2.162937561	-1.609506912
lmo1507	-0.585100336	0.301708831
lmo1508	-0.197292607	0.497319005
lmo1509	2.54280826	2.280491297
lmo1510	1.162304448	0.62992306
lmo1511	1.373990564	0.511306074
lmo1512	3.100853254	1.917623171
lmo1513	3.038659959	1.54475797
lmo1514	2.180157966	3.253262024
lmo1515	4.956322714	2.409315767
lmo1516	1.848802926	-0.63878959
lmo1517	2.44936162	0.376178667
lmo1518	4.479983959	3.853842021
lmo1519	3.94083857	3.279033424
lmo1520	2.32412107	1.075591987
lmo1521	5.121801452	4.548462941
lmo1522	3.831059417	3.56889275
lmo1523	1.816292825	1.161346989
lmo1524	3.124462087	1.152809725
lmo1525	3.014141288	0.671737568
lmo1526	2.678133127	4.069778207
lmo1527	3.718864664	3.563327451
lmo1528	2.908126835	2.800896485
lmo1529	5.528270844	5.003937717
lmo1530	4.929291758	3.060585171
lmo1531	2.669468211	1.915089819
lmo1532	2.702828559	1.710029177
lmo1533	3.115607172	2.460606477
lmo1534	2.035140599	1.303473058
lmo1535	1.811292466	2.434214956
lmo1536	5.268515099	3.190062812
lmo1537	5.658428373	4.129765885
lmo1538	3.784852923	8.142148267
lmo1539	3.434456822	8.404426148
lmo1540	6.673956496	4.962556442
lmo1541	7.702858322	6.219820645
lmo1542	7.389956897	5.826949039
lmo1543	0.011821646	-0.508526637
lmo1544	4.076999396	2.657117433
lmo1545	2.977434827	1.617692681
lmo1546	3.241276912	0.941635449
lmo1547	3.172192151	0.894948196
lmo1548	3.594778868	2.004735937
lmo1549	-2.164319102	-2.235773501
lmo1550	-1.908345389	-2.471843443
lmo1551	0.16301558	-0.966158699
lmo1552	0.712476843	-0.597046556
lmo1553	3.906919711	3.515581701
lmo1554	1.367951831	0.630687558
lmo1555	-0.313658078	-1.780567637
lmo1556	-0.038665447	-0.37255391
lmo1557	0.223208082	-0.366095423
lmo1558	3.216030185	1.569883361
lmo1559	4.324905899	3.175083506
lmo1560	1.698842337	2.713592077
lmo1561	0.752172989	1.536862605
lmo1562	1.366890297	2.559861329
lmo1563	-0.570091255	0.767992195
lmo1564	-0.05199815	1.300988246
lmo1565	-0.081716973	1.064443837
lmo1566	3.154836411	4.418396927
lmo1567	0.914863834	2.674343872
lmo1568	0.477818044	2.614564602
lmo1569	3.826755073	5.660192562
lmo1570	6.800289002	5.764360328
lmo1571	6.552215219	5.856015852
lmo1572	4.000828723	2.677587812
lmo1573	4.059100531	1.840378538
lmo1574	1.998208541	1.418607017
lmo1575	3.520653548	3.67574566
lmo1576	1.981521262	2.28136835
lmo1577	2.421678549	3.089344621
lmo1578	4.843362799	6.550208826
lmo1579	5.978019166	7.15970704
lmo1580	6.286220268	7.97667464
lmo1581	5.079850373	3.714628586
lmo1582	4.145840363	2.413290399
lmo1583	4.168684753	5.278891917
lmo1584	2.77263133	2.068503896
lmo1585	1.674043864	0.629429607
lmo1586	4.695656947	4.189758598
lmo1587	-0.512423097	-0.255630883
lmo1588	-1.188299241	-0.617675048
lmo1589	-1.811322372	-1.306651646
lmo1590	-1.805728603	-1.142314572
lmo1591	-1.411124199	-1.849843538
lmo1592	2.208128516	0.769790743
lmo1593	2.838491658	1.064217136
lmo1594	2.42782603	1.760391551
lmo1595	3.104509447	2.389110226
lmo1596	7.693838783	6.325851658
lmo1597	2.741911722	1.799289177
lmo1598	2.936564085	1.796698032
lmo1599	3.366753832	4.050241885
lmo1600	4.846212064	3.155687884
lmo1601	1.911894495	3.531171672
lmo1602	2.432972662	3.660093122
lmo1603	5.15329543	3.298177939
lmo1604	7.116031151	5.297865049
lmo1605	5.17968044	5.133341094
lmo1606	2.696989121	2.42887604
lmo1607	3.843788951	3.70737648
lmo1608	2.467830284	2.480204199
lmo1609	2.117203197	1.875750874
lmo1610	3.244405104	4.249354931
lmo1611	4.596552951	5.424114366
lmo1612	5.330250696	6.00679187
lmo1613	1.041676244	1.290863025
lmo1614	1.676295083	0.11563685
lmo1615	2.745159892	0.622130631
lmo1616	2.29030568	0.430770847
lmo1617	1.510542057	-0.799352666
lmo1618	1.373821948	-0.403724241
lmo1619	5.087674137	3.144270758
lmo1620	4.662808757	4.684608584
lmo1621	1.518146969	0.849879779
lmo1622	4.826501504	4.064052292
lmo1623	4.833540815	3.346769266
lmo1624	4.903587302	3.28154917
lmo1625	4.717238663	3.231718578
lmo1626	4.433302988	3.198077058
lmo1627	0.819336176	1.991109921
lmo1628	0.250511932	1.601493228
lmo1629	-0.683756679	0.815357208
lmo1630	-0.905832139	0.87150691
lmo1631	-0.359098254	1.225298742
lmo1632	-0.58673712	0.641578152
lmo1633	-0.957337872	-0.197734694
lmo1634	7.497576069	4.552892156
lmo1635	3.403018882	2.966306764
lmo1636	4.366519105	3.410232454
lmo1637	4.297280665	3.813807097
lmo1638	4.361070806	4.971004716
lmo1639	4.193061582	4.672799268
lmo1640	3.983692447	4.692879422
lmo1641	3.677178391	3.636360981
lmo1642	2.852150774	4.046763403
lmo1643	0.219716909	0.875003779
lmo1644	0.773543627	0.933121743
lmo1645	-1.676584319	-1.116127022
lmo1646	-0.326009496	-0.123150483
lmo1647	4.252498925	2.894477467
lmo1648	0.905773414	0.26716959
lmo1649	5.268227227	4.089164573
lmo1650	0.661689851	0.126184344
lmo1651	0.230118947	-0.153950644
lmo1652	0.436470694	0.126887574
lmo1653	-1.847607945	-0.893514658
lmo1654	-2.155347027	-2.623610554
lmo1655	-2.433119611	-2.138599368
lmo1656	-2.872042508	-1.558468462
lmo1657	3.949920815	1.987565818
lmo1658	7.319322868	5.49257787
lmo1659	0.882838778	0.24283467
lmo1660	2.32287134	0.636712102
lmo1661	3.989513263	2.175681009
lmo1662	4.580349503	2.592344113
lmo1663	4.242965291	1.300707773
lmo1664	5.030363595	2.055589127
lmo1665	5.723446349	4.471888602
lmo1666	0.427937883	1.175178855
lmo1667	0.2882349	0.528826265
lmo1668	2.951149608	3.153022905
lmo1669	0.622592384	0.276545554
lmo1670	3.766589015	3.301473154
lmo1671	-0.293054186	-1.461801538
lmo1672	3.78019604	3.914934737
lmo1673	4.747058087	5.465487145
lmo1674	3.519256875	3.706944674
lmo1675	3.637897959	3.346703428
lmo1676	4.74112805	4.42511921
lmo1677	6.167775834	4.484877633
lmo1678	2.019363779	3.778033319
lmo1679	1.577641635	3.069315096
lmo1680	1.384153762	2.170651717
lmo1681	0.840757005	0.325433742
lmo1682	1.982797051	-0.408887408
lmo1683	6.157901093	5.358280557
lmo1684	-0.250426598	1.483146015
lmo1685	4.624957787	2.099205122
lmo1686	4.1627795	2.838415977
lmo1687	5.966568047	6.571538765
lmo1688	1.296113402	1.712682436
lmo1689	0.696560817	0.260844838
lmo1690	4.763242505	7.022784558
lmo1691	4.540316224	4.008540266
lmo1692	4.559980964	3.76299673
lmo1693	-0.901046057	0.334655145
lmo1694	2.754163659	3.534588832
lmo1695	4.352248683	3.360849613
lmo1696	2.482659574	2.251064743
lmo1697	4.030068427	1.355841394
lmo1698	3.082365903	2.393132283
lmo1699	-0.066526943	-1.604573051
lmo1700	-0.653574134	-1.213390773
lmo1701	1.604681072	1.710388148
lmo1702	2.851888796	2.717584128
lmo1703	2.880424216	2.825398309
lmo1704	0.96909077	2.324927949
lmo1705	4.446853751	2.846074857
lmo1706	3.084991212	1.201289503
lmo1707	3.562995427	0.762500938
lmo1708	2.89714832	2.880718728
lmo1709	5.78462915	4.319777034
lmo1710	6.021661587	4.156331688
lmo1711	5.419324643	4.851568265
lmo1712	3.953424026	2.919412718
lmo1713	4.283183463	3.768921722
lmo1714	0.333496166	-0.595098661
lmo1715	-2.15178995	-1.507341779
lmo1716	-0.396318923	0.065934755
lmo1717	-0.376887469	-0.336518013
lmo1718	1.867932958	2.266352812
lmo1719	1.381135146	1.247786783
lmo1720	1.66436933	-0.778311741
lmo1721	1.2003711	1.905952731
lmo1722	1.053814786	1.105698831
lmo1723	-1.847607926	-1.876515906
lmo1724	-1.6636115	-1.601179967
lmo1725	-1.250465738	-0.266571468
lmo1726	4.032319471	5.395217489
lmo1727	1.205400677	2.325613321
lmo1728	-2.068106259	0.498281944
lmo1729	-1.76028275	0.67539296
lmo1730	-1.754317495	3.103027291
lmo1731	-1.513778099	2.552985234
lmo1732	-0.510980412	4.012083747
lmo1733	-0.602789849	0.209166508
lmo1734	-1.42260495	-0.883038466
lmo1735	1.419106037	1.673540157
lmo1736	3.720451321	2.727821936
lmo1737	4.872971611	4.208642108
lmo1738	-2.245068553	-1.832846038
lmo1739	-1.972553629	-1.598598961
lmo1740	-0.960138143	-0.523025111
lmo1741	0.091822543	0.226080598
lmo1742	0.913288399	1.16346958
lmo1743	0.103003372	-0.359851232
lmo1744	0.926687747	-0.001740754
lmo1745	3.180317416	2.494328858
lmo1746	1.531977201	0.132915619
lmo1747	2.597533485	1.567180509
lmo1748	1.83558608	1.890199152
lmo1749	3.639304724	2.957910269
lmo1750	3.169955158	3.46899115
lmo1751	3.480606032	1.340967331
lmo1752	0.124607138	-1.457271069
lmo1753	3.486392155	2.74491582
lmo1754	3.50770169	3.056867295
lmo1755	2.988448561	1.994818542
lmo1756	1.992338716	1.464476847
lmo1757	1.479830647	1.469953816
lmo1758	1.712549661	1.327922557
lmo1759	1.492620046	1.068117803
lmo1760	2.512195831	2.258211179
lmo1761	4.633875919	1.503122914
lmo1762	3.032356552	2.448579219
lmo1763	3.898402456	3.270196749
lmo1764	2.718873637	3.076718081
lmo1765	0.700646702	0.743058175
lmo1766	0.056613822	-0.130478979
lmo1767	0.218283137	0.692637196
lmo1768	0.66828036	1.249698796
lmo1769	0.832246781	0.818813625
lmo1770	-0.1859626	-0.014707655
lmo1771	0.042840394	0.587032705
lmo1772	-0.056568738	0.550694694
lmo1773	3.411115861	3.629862663
lmo1774	2.256326325	2.910284303
lmo1775	1.188896074	0.087464186
lmo1776	4.547865652	2.259825537
lmo1777	-2.0415397	-1.978157954
lmo1778	2.146654932	1.79093373
lmo1779	1.774799164	1.264641089
lmo1780	3.154359637	3.727038816
lmo1781	-1.09664243	-0.789538638
lmo1782	4.211480656	4.824729295
lmo1783	5.06987886	3.066658394
lmo1784	5.224642137	3.497216749
lmo1785	5.550797781	3.399478254
lmo1786	-1.551465036	0.102262478
lmo1787	7.284614981	6.202694928
lmo1788	0.435722687	1.199782964
lmo1789	0.861421445	1.767855921
lmo1790	1.064633061	2.864361784
lmo1791	2.918138148	4.341099852
lmo1792	2.861610809	4.343361172
lmo1793	0.638603742	0.940995762
lmo1794	-0.73958937	-0.227342259
lmo1795	0.725898534	1.141925455
lmo1796	5.991157268	3.528676431
lmo1797	7.304152172	5.023482364
lmo1798	-1.934130851	0.810017195
lmo1799	0.625409951	4.822321711
lmo1800	-1.974719783	-1.842033097
lmo1801	1.339946452	1.064893336
lmo1802	0.461308117	-0.175972274
lmo1803	3.50983476	2.537459655
lmo1804	0.46309686	-0.664834116
lmo1805	2.70192558	0.085815893
lmo1806	7.630368563	6.729270409
lmo1807	4.031846194	2.337271187
lmo1808	2.853467387	0.877781258
lmo1809	1.748624999	-0.121139469
lmo1810	3.085918744	0.293626958
lmo1811	1.079739038	0.24117113
lmo1812	1.858632485	1.591573558
lmo1813	3.874513383	2.639760816
lmo1814	2.231531178	0.806573108
lmo1815	1.119212406	-0.374772628
lmo1816	7.701897802	4.77869015
lmo1817	2.357445319	1.472533698
lmo1818	3.264695696	4.022576316
lmo1819	2.226390006	3.018669104
lmo1820	0.806074891	1.10517844
lmo1821	1.981335783	2.148292612
lmo1822	1.088040692	1.214644417
lmo1823	1.33505953	1.587957936
lmo1824	0.999851096	1.394186837
lmo1825	1.459231398	2.461797224
lmo1826	2.871654193	0.798389631
lmo1827	4.97180826	2.473187712
lmo1828	3.205955269	0.805385136
lmo1829	2.6198716	3.732776913
lmo1830	3.192981389	5.027314495
lmo1831	0.949691871	-0.003140118
lmo1832	0.486594306	0.13990879
lmo1833	0.224582589	1.287744089
lmo1834	0.356047156	1.303249785
lmo1835	-0.114706742	-0.061704009
lmo1836	-0.0185826	0.009982278
lmo1837	-0.357197227	-0.415115375
lmo1838	-0.589169995	-1.212991667
lmo1839	1.536328152	0.304159158
lmo1840	4.263760063	0.999121826
lmo1841	0.167688199	0.328619541
lmo1842	-1.533613545	-1.575207343
lmo1843	4.052986616	1.094818324
lmo1844	4.27328203	0.465324157
lmo1845	5.370289274	3.65595913
lmo1846	3.69989328	0.725859423
lmo1847	4.986600613	6.353905986
lmo1848	5.315818535	6.067849813
lmo1849	5.534686355	6.227066738
lmo1850	1.223355373	0.24333883
lmo1851	1.428977545	-0.222287237
lmo1852	1.793880415	2.220528407
lmo1853	1.483265146	1.676731245
lmo1854	-0.060148788	-0.647292824
lmo1855	3.369928846	3.230344766
lmo1856	2.110951752	1.464691744
lmo1857	1.445178127	0.878394245
lmo1858	1.063463257	1.487861767
lmo1859	4.083266921	5.532144242
lmo1860	4.174284088	5.961159294
lmo1861	1.201503364	1.772808992
lmo1862	-0.029889074	0.069765895
lmo1863	1.703423552	3.462947636
lmo1864	4.193698909	4.567219821
lmo1865	2.03583214	1.969879076
lmo1866	1.514665776	1.485287365
lmo1867	0.654059775	2.994391823
lmo1868	1.057957847	0.773909112
lmo1869	1.041286628	-0.087345912
lmo1870	1.658466054	1.671066948
lmo1871	2.301361841	1.355727487
lmo1872	-1.601081019	-1.368375055
lmo1873	1.812286077	1.982821712
lmo1874	2.450545157	1.786887825
lmo1875	1.343759552	0.482285527
lmo1877	4.602532215	5.807845797
lmo1878	5.05385459	4.903588625
lmo1879	2.768543013	6.008901015
lmo1880	4.382643387	3.703792472
lmo1881	4.585930775	2.632540132
lmo1882	1.925024316	0.078163984
lmo1883	1.116779947	5.510795057
lmo1884	2.817539474	0.082651221
lmo1885	2.790686002	0.122099232
lmo1886	2.156890595	2.826573153
lmo1887	2.93289673	2.669738625
lmo1888	5.978318988	7.290186477
lmo1889	-0.452896792	0.431254148
lmo1890	0.272807149	1.095721189
lmo1891	4.337257002	3.410292937
lmo1892	3.21668631	2.15333649
lmo1893	3.822557259	3.609970483
lmo1894	2.513254897	2.793368268
lmo1895	1.269983059	2.185969111
lmo1896	5.271222983	3.767671217
lmo1897	2.089903403	1.01444971
lmo1898	0.850742862	-0.007201484
lmo1899	1.04625152	0.09167264
lmo1900	3.388850168	2.960892405
lmo1901	3.035476119	2.263319101
lmo1902	2.874302409	2.101467853
lmo1903	-0.816640161	-0.859047547
lmo1904	0.24015311	0.437304472
lmo1905	0.913129271	0.464637849
lmo1906	1.902803638	1.323969804
lmo1907	1.205187212	0.922506235
lmo1908	0.17305511	-0.239233007
lmo1909	2.452837647	1.690845376
lmo1910	0.269879272	-0.347943864
lmo1911	2.712952178	0.702225917
lmo1912	2.092281192	1.064083691
lmo1913	0.346966253	-0.564899562
lmo1914	3.601040637	2.062333709
lmo1915	2.559184752	2.520255127
lmo1916	3.253909377	3.004804834
lmo1917	2.615425795	3.377518944
lmo1918	3.808554008	1.841024518
lmo1919	5.135268431	5.172124966
lmo1920	1.639153817	1.380974167
lmo1921	2.749511093	3.487961853
lmo1922	1.507585638	1.263075164
lmo1923	3.184511385	3.685626554
lmo1924	1.464427696	1.491030548
lmo1925	1.399609837	0.424041112
lmo1926	1.143874197	0.412145935
lmo1927	2.51381734	1.594528818
lmo1928	2.170731712	1.50229038
lmo1929	2.674274706	2.656203795
lmo1930	1.792422304	1.17044515
lmo1931	1.770906381	1.374767572
lmo1932	2.186279673	1.719107272
lmo1933	2.070793227	1.078019027
lmo1934	7.97730095	8.470318063
lmo1935	0.880046645	1.610288371
lmo1936	3.68963857	1.461162013
lmo1937	3.826023783	1.228496282
lmo1938	5.006891127	3.382535145
lmo1939	2.987113283	2.525752449
lmo1940	1.762655067	1.125639565
lmo1941	1.639720482	2.004847131
lmo1942	-0.521464685	0.104821743
lmo1943	0.915644499	1.512105101
lmo1944	2.250989705	0.688026464
lmo1945	3.187211255	2.958580134
lmo1946	3.866589612	2.584062961
lmo1947	0.801771649	-0.167764283
lmo1948	5.178914855	4.190523873
lmo1949	2.249013949	0.690246548
lmo1950	1.329984355	-0.289253545
lmo1951	1.025681232	-0.581725702
lmo1952	1.85370348	-0.145582843
lmo1953	4.644853254	4.645148585
lmo1954	3.379535685	2.762303682
lmo1955	2.301555727	1.416729055
lmo1956	6.466505094	5.147115353
lmo1957	0.610728999	-0.794324184
lmo1958	-0.307621184	-0.728557133
lmo1959	-1.133846668	-1.16338738
lmo1960	-0.596793013	-0.781544258
lmo1961	1.794234635	1.862569321
lmo1962	1.743665938	2.56003177
lmo1963	0.685303068	1.57641506
lmo1964	-0.4139959	0.627388089
lmo1965	1.18080748	1.927783776
lmo1966	0.274751387	0.880244192
lmo1967	1.546578356	2.265708266
lmo1968	-1.654007223	-0.943874879
lmo1969	-1.756093127	-0.9339763
lmo1970	-1.95617754	-1.081744501
lmo1971	-2.532700644	-1.78534818
lmo1972	-2.693234837	-1.454149574
lmo1973	-2.601865037	-1.152868368
lmo1974	-0.042809478	-0.46639435
lmo1975	4.34374867	5.022212147
lmo1976	2.623655954	1.383538417
lmo1977	0.599486064	-0.699578354
lmo1978	5.79253529	3.162685648
lmo1979	4.425184821	4.02806056
lmo1980	4.643982542	4.405559512
lmo1981	1.767959517	1.873128593
lmo1982	0.575406785	1.177144128
lmo1983	1.920056828	0.859114098
lmo1984	1.943460356	-0.158230742
lmo1985	1.88882478	-0.278865817
lmo1986	2.146696788	0.456714771
lmo1987	1.857379226	-0.372835016
lmo1988	1.47993422	-0.080591859
lmo1989	0.915514691	-0.258311895
lmo1990	0.887134826	0.084488161
lmo1991	0.616408715	0.215467377
lmo1992	4.245667473	7.482102799
lmo1993	3.662329053	4.976038206
lmo1994	2.899743707	1.589263716
lmo1995	2.329235347	2.918850643
lmo1996	0.32788605	0.17936354
lmo1997	-1.271242004	1.752231538
lmo1998	-0.327782468	2.840114827
lmo1999	-2.294105662	0.571785311
lmo2000	-2.201498801	-0.211594441
lmo2001	-2.116664149	0.234952999
lmo2002	-2.094886459	-0.047224045
lmo2003	-2.70801685	-1.278810792
lmo2004	-2.806623806	-2.326038007
lmo2005	0.470338906	1.999678108
lmo2006	4.020887295	6.858614218
lmo2007	-1.93171709	-0.806744851
lmo2008	-2.188757778	-1.350227002
lmo2009	-2.349398569	-1.716100149
lmo2010	-2.363601619	-1.704780604
lmo2011	-2.362725443	-1.712177332
lmo2012	-1.905386991	-1.503142857
lmo2013	-1.27142538	0.505601548
lmo2014	-2.098430596	-1.014412358
lmo2015	-1.027779588	-1.047199691
lmo2016	7.440160639	8.089349056
lmo2017	3.902051729	3.032787492
lmo2018	3.577799064	3.163926201
lmo2019	2.367083062	0.865413822
lmo2020	5.238353912	4.291685812
lmo2021	0.19704225	0.745884071
lmo2022	-1.519864963	-0.736397534
lmo2023	-2.029355829	-1.58160361
lmo2024	-1.788654585	-1.307756214
lmo2025	-1.876410646	-1.886158162
lmo2026	-1.318342245	-0.228426137
lmo2027	-1.177665544	-0.998114214
lmo2028	2.037716452	3.126074314
lmo2029	3.472245007	2.846344225
lmo2030	4.273656875	3.844764644
lmo2031	3.518099053	2.501809425
lmo2032	4.810663668	4.700740805
lmo2033	3.14415407	3.128304703
lmo2034	0.491898141	-0.022737145
lmo2035	1.569322798	1.037256455
lmo2036	2.349873299	1.662306982
lmo2037	4.944197732	4.069580728
lmo2038	4.272899482	2.872185678
lmo2039	2.812901534	2.61399742
lmo2040	1.39845042	1.700161489
lmo2041	3.251495599	2.613876752
lmo2042	4.99689947	4.625428202
lmo2043	1.573067089	1.669765635
lmo2044	1.13278045	-0.119561045
lmo2045	3.09590653	1.783479902
lmo2046	2.429872095	2.348217497
lmo2047	6.902133769	4.662560719
lmo2048	6.562557781	4.425918125
lmo2049	3.442761238	2.815436824
lmo2050	2.410111613	1.02788782
lmo2051	0.423680404	-0.774755339
lmo2052	0.850235714	0.008986224
lmo2053	0.463710182	-0.04155165
lmo2054	4.32423896	4.877457079
lmo2055	4.509156685	5.168477429
lmo2056	0.181825604	-0.918390083
lmo2057	3.709600829	4.289280547
lmo2058	4.641925787	3.090586016
lmo2059	4.050701943	3.103868724
lmo2060	1.373887156	2.067467228
lmo2061	0.885980324	1.726397971
lmo2062	0.425378291	0.70320911
lmo2063	4.280095684	3.243126217
lmo2064	6.782392081	7.460566201
lmo2065	3.708524975	4.205327058
lmo2066	1.111066913	3.636584241
lmo2067	2.763726042	4.508022049
lmo2068	5.292004726	6.499464937
lmo2069	2.479590812	3.34086231
lmo2070	3.944437989	1.982536336
lmo2071	3.499866344	1.801646903
lmo2072	4.411423292	2.23588333
lmo2073	0.249818568	0.166659805
lmo2074	0.343543868	-0.03848955
lmo2075	4.409469792	3.369932196
lmo2076	4.899352894	3.622790646
lmo2077	4.313432759	3.341477448
lmo2078	3.723322895	2.544013678
lmo2079	-0.801268476	-1.553374049
lmo2080	4.141066653	2.927449041
lmo2081	3.534708165	2.102327262
lmo2082	3.324566787	2.697135409
lmo2083	2.502073803	2.201689958
lmo2084	-1.752088197	-1.332748586
lmo2085	-0.310284213	1.787449542
